price,name,image,url,description,brand,rating,rating_count,rating_best,categories,health_consideration,animal_type,animal_lifestage,animal_size,size_value,size_unit,size_merged
92.99,"Nulo MedalSeries Adult Dry Dog Food - High-Protein, Chicken",https://s7d2.scene7.com/is/image/PetSmart/5212676,https://www.petsmart.ca/dog/food/dry-food/nulo-medalseries-adult-dry-dog-food---high-protein-chicken-5212676.html,"Nulo MedalSeries Adult Dry Dog Food - High-Protein, Chicken",Nulo,4.5766,111,5,Food|Dry Food|,,dog,,,24.0,Lb,24 Lb
17.49,Freshpet® Nature&#x27;s Fresh With-Grains Beef All Life Stage Dog Food,https://s7d2.scene7.com/is/image/PetSmart/5301448,https://www.petsmart.ca/dog/food/fresh-and-frozen-food/freshpet-natures-fresh-with-grains-beef-all-life-stage-dog-food-5301448.html,Freshpet&reg; Nature's Fresh With-Grains Beef All Life Stage Dog Food,Freshpet,4.6939,98,5,Food|Fresh &amp; Frozen Food|,,dog,,,1.5,Lb,1.5 Lb
59.99,Natural Balance Limited Ingredient Diet Puppy Dry Dog Food - Lamb &amp; Brown Rice,https://s7d2.scene7.com/is/image/PetSmart/5310154,https://www.petsmart.ca/dog/food/dry-food/natural-balance-limited-ingredient-diet-puppy-dry-dog-food---lamb-and-brown-rice-5310154.html,Natural Balance Limited Ingredient Diet Puppy Dry Dog Food - Lamb &amp; Brown Rice,Natural Balance,4.5,22,5,Food|Dry Food|,,dog,,,12.0,Lb,12 Lb
47.99,Nutro Natural Choice Adult Dog Food - Lamb &amp; Brown Rice,https://s7d2.scene7.com/is/image/PetSmart/5308664,https://www.petsmart.ca/dog/food/dry-food/nutro-natural-choice-adult-dog-food---lamb-and-brown-rice-5308664.html,Nutro Natural Choice Adult Dog Food - Lamb &amp; Brown Rice,NUTRO,5.0,2,5,Food|Dry Food|,,dog,,,12.0,Lb,12 Lb
29.99,Natural Balance Vegetarian Small Breed Adult Dog Food - Limited Ingredient,https://s7d2.scene7.com/is/image/PetSmart/5334339,https://www.petsmart.ca/dog/food/dry-food/natural-balance-vegetarian-small-breed-adult-dog-food---limited-ingredient-5334339.html,Natural Balance Vegetarian Small Breed Adult Dog Food - Limited Ingredient,Natural Balance,4.0,7,5,Food|Dry Food|,,dog,,,4.0,Lb,4 Lb
130.99,Royal Canin® Weight Care Large Breed Dog Dry Food,https://s7d2.scene7.com/is/image/PetSmart/5336243,https://www.petsmart.ca/dog/food/dry-food/royal-canin-weight-care-large-breed-dog-dry-food-5336243.html,Royal Canin&reg; Weight Care Large Breed Dog Dry Food,Royal Canin,4.7083,24,5,Food|Dry Food|,,dog,,,30.0,Lb,30 Lb
37.99,Royal Canin Weight Care Small Breed Dry Dog Food - Chicken,https://s7d2.scene7.com/is/image/PetSmart/5344822,https://www.petsmart.ca/dog/food/dry-food/royal-canin-weight-care-small-breed-dry-dog-food---chicken-5344822.html,Royal Canin Weight Care Small Breed Dry Dog Food - Chicken,Royal Canin,4.8624,109,5,Food|Dry Food|,,dog,,,2.5,Lb,2.5 Lb
39.99,Royal Canin Breed Health Nutrition French Bulldog Adult Dry Dog Food - Chicken,https://s7d2.scene7.com/is/image/PetSmart/5345495,https://www.petsmart.ca/dog/food/dry-food/royal-canin-breed-health-nutrition-french-bulldog-adult-dry-dog-food---chicken-5345495.html,Royal Canin Breed Health Nutrition French Bulldog Adult Dry Dog Food - Chicken,Royal Canin,4.7647,187,5,Food|Dry Food|,,dog,,,6.0,Lb,6 Lb
89.99,"Blue Buffalo® Wilderness&amp;trade; Large Breed Puppy Dry Dog Food - Natural, High Protein, Chicken",https://s7d2.scene7.com/is/image/PetSmart/5339253,https://www.petsmart.ca/dog/food/dry-food/blue-buffalo-wildernessandtrade-large-breed-puppy-dry-dog-food---natural-high-protein-chicken-5339253.html,"Blue Buffalo&reg; Wilderness&amp;trade; Large Breed Puppy Dry Dog Food - Natural, High Protein, Chicken",Blue Buffalo,4.6491,114,5,Food|Dry Food|,,dog,,,24.0,Lb,24 Lb
92.99,"Nulo MedalSeries Weight Management Adult Dry Dog Food - Low Fat, Chicken",https://s7d2.scene7.com/is/image/PetSmart/5280873,https://www.petsmart.ca/dog/food/dry-food/nulo-medalseries-weight-management-adult-dry-dog-food---low-fat-chicken-5280873.html,"Nulo MedalSeries Weight Management Adult Dry Dog Food - Low Fat, Chicken",Nulo,4.6512,43,5,Food|Dry Food|,,dog,,,24.0,Lb,24 Lb
31.99,"Halo Holistic Grain Free Dry Dog Food - Cage-free Turkey &amp; Sweet Potato, Organic",https://s7d2.scene7.com/is/image/PetSmart/5340336,https://www.petsmart.ca/dog/food/dry-food/halo-holistic-grain-free-dry-dog-food---cage-free-turkey-and-sweet-potato-organic-5340336.html,"Halo Holistic Grain Free Dry Dog Food - Cage-free Turkey &amp; Sweet Potato, Organic",HALO,,0,5,Food|Dry Food|,,dog,,,3.5,Lb,3.5 Lb
74.99,"Merrick® Backcountry® Puppy Dry Dog Food - Chicken, Gluten Free, Grain Free",https://s7d2.scene7.com/is/image/PetSmart/5299381,https://www.petsmart.ca/dog/food/dry-food/merrick-backcountry-puppy-dry-dog-food---chicken-gluten-free-grain-free-5299381.html,"Merrick&reg; Backcountry&reg; Puppy Dry Dog Food - Chicken, Gluten Free, Grain Free",Merrick,4.3271,107,5,Food|Dry Food|,,dog,,,10.0,Lb,10 Lb
49.99,Pedigree Vitality+ Adult Roasted Chicken and Vegetable Flavour Food For Dogs,https://s7d2.scene7.com/is/image/PetSmart/5328010,https://www.petsmart.ca/dog/food/dry-food/pedigree-vitality%2B-adult-roasted-chicken-and-vegetable-flavour-food-for-dogs-5328010.html,Pedigree Vitality+ Adult Roasted Chicken and Vegetable Flavour Food For Dogs,Pedigree,3.8636,22,5,Food|Dry Food|,,dog,,,,,One Size
37.99,Royal Canin® Breed Health Nutrition® French Bulldog Puppy Dry Dog Food,https://s7d2.scene7.com/is/image/PetSmart/5258222,https://www.petsmart.ca/dog/food/dry-food/royal-canin-breed-health-nutrition-french-bulldog-puppy-dry-dog-food-5258222.html,Royal Canin&reg; Breed Health Nutrition&reg; French Bulldog Puppy Dry Dog Food,Royal Canin,4.2732,205,5,Food|Dry Food|,,dog,,,3.0,Lb,3 Lb
31.99,"Instinct® Raw Meals Freeze-Dried Adult Dry Dog Food - Grain Free, Beef",https://s7d2.scene7.com/is/image/PetSmart/5298752,https://www.petsmart.ca/dog/food/dry-food/instinct-raw-meals-freeze-dried-adult-dry-dog-food---grain-free-beef-5298752.html,"Instinct&reg; Raw Meals Freeze-Dried Adult Dry Dog Food - Grain Free, Beef",Instinct,4.6667,51,5,Food|Dry Food|,,dog,,,9.5,Oz,9.5 Oz
76.99,"Hill&#x27;s® Science Diet® Adult Senior 7+ Dry Dog Food - Chicken, Barley &amp; Brown Rice",https://s7d2.scene7.com/is/image/PetSmart/5286298,https://www.petsmart.ca/dog/food/dry-food/hills-science-diet-adult-senior-7%2B-dry-dog-food---chicken-barley-and-brown-rice-5286298.html,"Hill's&reg; Science Diet&reg; Adult Senior 7+ Dry Dog Food - Chicken, Barley &amp; Brown Rice",Hill's Science Diet,4.841,195,5,Food|Dry Food|,,dog,,,15.0,Lb,15 Lb
78.99,Hill&#x27;s® Science Diet® Perfect Weight Small Breed Adult Dry Dog Food - Chicken,https://s7d2.scene7.com/is/image/PetSmart/5230131,https://www.petsmart.ca/dog/food/dry-food/hills-science-diet-perfect-weight-small-breed-adult-dry-dog-food---chicken-5230131.html,Hill's&reg; Science Diet&reg; Perfect Weight Small Breed Adult Dry Dog Food - Chicken,Hill's Science Diet,4.788,316,5,Food|Dry Food|,,dog,,,15.0,Lb,15 Lb
35.99,Hill&#x27;s Science Diet Small Bites Puppy Dry Dog Food - Chicken &amp; Barley,https://s7d2.scene7.com/is/image/PetSmart/5137703,https://www.petsmart.ca/dog/food/dry-food/hills-science-diet-small-bites-puppy-dry-dog-food---chicken-and-barley-5137703.html,Hill's Science Diet Small Bites Puppy Dry Dog Food - Chicken &amp; Barley,Hill's Science Diet,4.8151,292,5,Food|Dry Food|,,dog,,,4.5,Lb,4.5 Lb
92.99,"Nulo MedalSeries Small Breed Puppy Dry Dog Food - High-Protein, Salmon",https://s7d2.scene7.com/is/image/PetSmart/5322839,https://www.petsmart.ca/dog/food/dry-food/nulo-medalseries-small-breed-puppy-dry-dog-food---high-protein-salmon-5322839.html,"Nulo MedalSeries Small Breed Puppy Dry Dog Food - High-Protein, Salmon",Nulo,4.6667,3,5,Food|Dry Food|,,dog,,,24.0,Lb,24 Lb
92.99,Eukanuba&#xfffd; Adult Small Bites Dry Dog Food,https://s7d2.scene7.com/is/image/PetSmart/5334185,https://www.petsmart.ca/dog/food/dry-food/eukanuba%C2%99-adult-small-bites-dry-dog-food-5334185.html,Eukanuba Adult Small Bites Dry Dog Food,Eukanuba,4.8163,49,5,Food|Dry Food|,,dog,,,30.0,Lb,30 Lb
39.99,"Instinct® Raw Boost Puppy Dry Dog Food - Natural, Grain Free, Freeze Dried Raw, Chicken",https://s7d2.scene7.com/is/image/PetSmart/5266220,https://www.petsmart.ca/dog/food/dry-food/instinct-raw-boost-puppy-dry-dog-food---natural-grain-free-freeze-dried-raw-chicken-5266220.html,"Instinct&reg; Raw Boost Puppy Dry Dog Food - Natural, Grain Free, Freeze Dried Raw, Chicken",Instinct,4.2759,29,5,Food|Dry Food|,,dog,,,4.0,Lb,4 Lb
105.99,"Instinct® Original All Life Stage Dry Dog Food - Natural, Grain Free, Raw, Salmon",https://s7d2.scene7.com/is/image/PetSmart/5266206,https://www.petsmart.ca/dog/food/dry-food/instinct-original-all-life-stage-dry-dog-food---natural-grain-free-raw-salmon-5266206.html,"Instinct&reg; Original All Life Stage Dry Dog Food - Natural, Grain Free, Raw, Salmon",Instinct,4.1111,9,5,Food|Dry Food|,,dog,,,20.0,Lb,20 Lb
69.99,Simply Nourish® Source Senior Dry Dog Food - Chicken,https://s7d2.scene7.com/is/image/PetSmart/5287004,https://www.petsmart.ca/dog/food/dry-food/simply-nourish-source-senior-dry-dog-food---chicken-5287004.html,Simply Nourish&reg; Source Senior Dry Dog Food - Chicken,Simply Nourish,4.6,10,5,Food|Dry Food|,,dog,,,24.0,Lb,24 Lb
29.99,Zeal Air-Dried Dog Food - Chicken,https://s7d2.scene7.com/is/image/PetSmart/5345437,https://www.petsmart.ca/dog/food/dry-food/zeal-air-dried-dog-food---chicken-5345437.html,Zeal Air-Dried Dog Food - Chicken,Zeal Canada,5.0,1,5,Food|Dry Food|,,dog,,,1.0,Lb,1 Lb
74.99,"Merrick® Backcountry® Puppy Dry Dog Food - Chicken, Corn Free, No Artificial Colors",https://s7d2.scene7.com/is/image/PetSmart/5299020,https://www.petsmart.ca/dog/food/dry-food/merrick-backcountry-puppy-dry-dog-food---chicken-corn-free-no-artificial-colors-5299020.html,"Merrick&reg; Backcountry&reg; Puppy Dry Dog Food - Chicken, Corn Free, No Artificial Colors",Merrick,3.6923,13,5,Food|Dry Food|,,dog,,,10.0,Lb,10 Lb
93.99,"Blue Buffalo® Basics&amp;trade; Adult Dry Dog Food - Grain Free, Salmon",https://s7d2.scene7.com/is/image/PetSmart/5210779,https://www.petsmart.ca/dog/food/dry-food/blue-buffalo-basicsandtrade-adult-dry-dog-food---grain-free-salmon-5210779.html,"Blue Buffalo&reg; Basics&amp;trade; Adult Dry Dog Food - Grain Free, Salmon",Blue Buffalo,4.6505,103,5,Food|Dry Food|,,dog,,,22.0,Lb,22 Lb
62.99,Nutrience® Infusion Healthy Adult Senior Dog Food - Chicken,https://s7d2.scene7.com/is/image/PetSmart/5265695,https://www.petsmart.ca/dog/food/dry-food/nutrience-infusion-healthy-adult-senior-dog-food---chicken-5265695.html,Nutrience&reg; Infusion Healthy Adult Senior Dog Food - Chicken,Nutrience,4.0,4,5,Food|Dry Food|,,dog,,,10.0,kg,10 kg
92.99,"Purina Pro Plan Bright Mind Senior Dry Dog Food - Bright Mind, Chicken &amp; Rice",https://s7d2.scene7.com/is/image/PetSmart/5232374,https://www.petsmart.ca/dog/food/dry-food/purina-pro-plan-bright-mind-senior-dry-dog-food---bright-mind-chicken-and-rice-5232374.html,"Purina Pro Plan Bright Mind Senior Dry Dog Food - Bright Mind, Chicken &amp; Rice",Purina Pro Plan,4.7164,797,5,Food|Dry Food|,,dog,,,30.0,Lb,30 Lb
64.99,"Merrick® Grain Free® Beef Flavored Puppy Dry Dog Food - Grain Free, Corn Free",https://s7d2.scene7.com/is/image/PetSmart/5296348,https://www.petsmart.ca/dog/food/dry-food/merrick-grain-free-beef-flavored-puppy-dry-dog-food---grain-free-corn-free-5296348.html,"Merrick&reg; Grain Free&reg; Beef Flavored Puppy Dry Dog Food - Grain Free, Corn Free",Merrick,4.65,180,5,Food|Dry Food|,,dog,,,10.0,Lb,10 Lb
89.99,"Purina Pro Plan Specialized Adult Dry Dog Food - Sensitive Skin &amp; Stomach, Turkey &amp; Oatmeal",https://s7d2.scene7.com/is/image/PetSmart/5308374,https://www.petsmart.ca/dog/food/dry-food/purina-pro-plan-specialized-adult-dry-dog-food---sensitive-skin-and-stomach-turkey-and-oatmeal-5308374.html,"Purina Pro Plan Specialized Adult Dry Dog Food - Sensitive Skin &amp; Stomach, Turkey &amp; Oatmeal",Purina Pro Plan,4.5196,204,5,Food|Dry Food|,,dog,,,24.0,Lb,24 Lb
87.99,"Canidae Pure Adult Dry Dog Food - Lamb, Goat &amp; Venison",https://s7d2.scene7.com/is/image/PetSmart/5344616,https://www.petsmart.ca/dog/food/dry-food/canidae-pure-adult-dry-dog-food---lamb-goat-and-venison-5344616.html,"Canidae Pure Adult Dry Dog Food - Lamb, Goat &amp; Venison",CANIDAE,,0,5,Food|Dry Food|,,dog,,,22.0,lb,22 lb
46.99,Purina Beneful Originals Adult Dog Food - Salmon,https://s7d2.scene7.com/is/image/PetSmart/5299579,https://www.petsmart.ca/dog/food/dry-food/purina-beneful-originals-adult-dog-food---salmon-5299579.html,Purina Beneful Originals Adult Dog Food - Salmon,Beneful,4.1244,209,5,Food|Dry Food|,,dog,,,12.7,kg,12.7 kg
35.99,Hill&#x27;s Science Diet Puppy Dry Dog Food - Lamb &amp; Brown Rice,https://s7d2.scene7.com/is/image/PetSmart/5339614,https://www.petsmart.ca/dog/food/dry-food/hills-science-diet-puppy-dry-dog-food---lamb-and-brown-rice-5339614.html,Hill's Science Diet Puppy Dry Dog Food - Lamb &amp; Brown Rice,Hill's Science Diet,4.8571,7,5,Food|Dry Food|,,dog,,,4.0,Lb,4 Lb
11.89,Purina ONE SmartBlend True Instinct Adult Dog Food - Beef &amp; Salmon,https://s7d2.scene7.com/is/image/PetSmart/5298932,https://www.petsmart.ca/dog/food/dry-food/purina-one-smartblend-true-instinct-adult-dog-food---beef-and-salmon-5298932.html,Purina ONE SmartBlend True Instinct Adult Dog Food - Beef &amp; Salmon,Purina ONE,4.675,40,5,Food|Dry Food|,,dog,,,1.7,kg,1.7 kg
97.99,"Wellness® CORE® RawRev Kibble + Adult Dry Dog Food - Natural, Grain Free, Ocean",https://s7d2.scene7.com/is/image/PetSmart/5298442,https://www.petsmart.ca/dog/food/dry-food/wellness-core-rawrev-kibble-%2B-adult-dry-dog-food---natural-grain-free-ocean-5298442.html,"Wellness&reg; CORE&reg; RawRev Kibble + Adult Dry Dog Food - Natural, Grain Free, Ocean",Wellness,4.1765,17,5,Food|Dry Food|,,dog,,,18.0,Lb,18 Lb
31.99,Natural Balance Limited Ingredient Diets With-Grain Puppy Dry Dog Food - Chicken &amp; Brown Rice,https://s7d2.scene7.com/is/image/PetSmart/5299791,https://www.petsmart.ca/dog/food/dry-food/natural-balance-limited-ingredient-diets-with-grain-puppy-dry-dog-food---chicken-and-brown-rice-5299791.html,Natural Balance Limited Ingredient Diets With-Grain Puppy Dry Dog Food - Chicken &amp; Brown Rice,Natural Balance,5.0,12,5,Food|Dry Food|,,dog,,,4.0,Lb,4 Lb
105.99,Hill&#x27;s® Science Diet® Perfect Digestion Large Breed Adult Dry Dog Food - Chicken &amp; Brown Rice,https://s7d2.scene7.com/is/image/PetSmart/5305851,https://www.petsmart.ca/dog/food/dry-food/hills-science-diet-perfect-digestion-large-breed-adult-dry-dog-food---chicken-and-brown-rice-5305851.html,Hill's&reg; Science Diet&reg; Perfect Digestion Large Breed Adult Dry Dog Food - Chicken &amp; Brown Rice,Hill's Science Diet,4.7419,124,5,Food|Dry Food|,,dog,,,22.0,Lb,22 Lb
27.99,Simply Nourish® Original Small Breed Puppy Dry Dog Food - Chicken &amp; Brown Rice,https://s7d2.scene7.com/is/image/PetSmart/5287563,https://www.petsmart.ca/dog/food/dry-food/simply-nourish-original-small-breed-puppy-dry-dog-food---chicken-and-brown-rice-5287563.html,Simply Nourish&reg; Original Small Breed Puppy Dry Dog Food - Chicken &amp; Brown Rice,Simply Nourish,4.2933,75,5,Food|Dry Food|,,dog,,,5.0,Lb,5 Lb
102.99,"Merrick® Grain Free® Large Breed Chicken Flavored Adult Dry Dog Food - Grain Free, Corn Free",https://s7d2.scene7.com/is/image/PetSmart/5296365,https://www.petsmart.ca/dog/food/dry-food/merrick-grain-free-large-breed-chicken-flavored-adult-dry-dog-food---grain-free-corn-free-5296365.html,"Merrick&reg; Grain Free&reg; Large Breed Chicken Flavored Adult Dry Dog Food - Grain Free, Corn Free",Merrick,4.2,5,5,Food|Dry Food|,,dog,,,22.0,Lb,22 Lb
86.99,Royal Canin Size Health Nutrition Small Adult 8+ Dry Dog Food - Chicken,https://s7d2.scene7.com/is/image/PetSmart/5345440,https://www.petsmart.ca/dog/food/dry-food/royal-canin-size-health-nutrition-small-adult-8%2B-dry-dog-food---chicken-5345440.html,Royal Canin Size Health Nutrition Small Adult 8+ Dry Dog Food - Chicken,Royal Canin,4.8269,52,5,Food|Dry Food|,,dog,,,13.0,Lb,13 Lb
30.99,"Purina Pro Plan Specialized Small Breed Adult Dry Dog Food - High Protein, Chicken &amp; Rice",https://s7d2.scene7.com/is/image/PetSmart/5147922,https://www.petsmart.ca/dog/food/dry-food/purina-pro-plan-specialized-small-breed-adult-dry-dog-food---high-protein-chicken-and-rice-5147922.html,"Purina Pro Plan Specialized Small Breed Adult Dry Dog Food - High Protein, Chicken &amp; Rice",Purina Pro Plan,4.7087,230,5,Food|Dry Food|,,dog,,,6.0,Lb,6 Lb
84.99,"Nutro Natural Choice&amp;trade; Large Breed Puppy Dry Dog Food - Non-GMO, Lamb &amp; Brown Rice",https://s7d2.scene7.com/is/image/PetSmart/5232058,https://www.petsmart.ca/dog/food/dry-food/nutro-natural-choiceandtrade-large-breed-puppy-dry-dog-food---non-gmo-lamb-and-brown-rice-5232058.html,"Nutro Natural Choice&amp;trade; Large Breed Puppy Dry Dog Food - Non-GMO, Lamb &amp; Brown Rice",NUTRO,4.7249,189,5,Food|Dry Food|,,dog,,,30.0,Lb,30 Lb
59.99,Natural Balance Limited Ingredient With-Grain Large Breed Adult Dry Dog Food - Lamb &amp; Brown Rice,https://s7d2.scene7.com/is/image/PetSmart/5299959,https://www.petsmart.ca/dog/food/dry-food/natural-balance-limited-ingredient-with-grain-large-breed-adult-dry-dog-food---lamb-and-brown-rice-5299959.html,Natural Balance Limited Ingredient With-Grain Large Breed Adult Dry Dog Food - Lamb &amp; Brown Rice,Natural Balance,3.9206,63,5,Food|Dry Food|,,dog,,,12.0,Lb,12 Lb
30.99,Bil-Jac Sensitive Solutions All Life Stage Dry Dog Food - Digestive &amp; Immune Support,https://s7d2.scene7.com/is/image/PetSmart/5306084,https://www.petsmart.ca/dog/food/dry-food/bil-jac-sensitive-solutions-all-life-stage-dry-dog-food---digestive-and-immune-support-5306084.html,Bil-Jac Sensitive Solutions All Life Stage Dry Dog Food - Digestive &amp; Immune Support,Bil-Jac,4.8049,41,5,Food|Dry Food|,,dog,,,6.0,Lb,6 Lb
30.99,"Purina Pro Plan Calm &amp; Balanced Adult Dry Dog Food - Calming, Chicken &amp; Rice",https://s7d2.scene7.com/is/image/PetSmart/5328986,https://www.petsmart.ca/dog/food/dry-food/purina-pro-plan-calm-and-balanced-adult-dry-dog-food---calming-chicken-and-rice-5328986.html,"Purina Pro Plan Calm &amp; Balanced Adult Dry Dog Food - Calming, Chicken &amp; Rice",Purina Pro Plan,4.55,60,5,Food|Dry Food|,,dog,,,5.0,Lb,5 Lb
92.99,Nutrience® SubZero Grain Free Dog Food - Canadian Pacific,https://s7d2.scene7.com/is/image/PetSmart/5237748,https://www.petsmart.ca/dog/food/dry-food/nutrience-subzero-grain-free-dog-food---canadian-pacific-5237748.html,Nutrience&reg; SubZero Grain Free Dog Food - Canadian Pacific,Nutrience,4.6571,70,5,Food|Dry Food|,,dog,,,22.0,Lb,22 Lb
80.99,Bil-Jac® Sensitive Solutions All Life Stage Dry Dog Food,https://s7d2.scene7.com/is/image/PetSmart/5162069,https://www.petsmart.ca/dog/food/dry-food/bil-jac-sensitive-solutions-all-life-stage-dry-dog-food-5162069.html,Bil-Jac&reg; Sensitive Solutions All Life Stage Dry Dog Food,Bil-Jac,4.7941,170,5,Food|Dry Food|,,dog,,,30.0,Lb,30 Lb
100.99,Hill&#x27;s® Science Diet® Large Breed Adult Dry Dog Food - Chicken &amp; Barley,https://s7d2.scene7.com/is/image/PetSmart/5266809,https://www.petsmart.ca/dog/food/dry-food/hills-science-diet-large-breed-adult-dry-dog-food---chicken-and-barley-5266809.html,Hill's&reg; Science Diet&reg; Large Breed Adult Dry Dog Food - Chicken &amp; Barley,Hill's Science Diet,4.6414,304,5,Food|Dry Food|,,dog,,,35.0,Lb,35 Lb
77.99,Canidae Pure Adult Dry Dog Food - Salmon &amp; Barley,https://s7d2.scene7.com/is/image/PetSmart/5344564,https://www.petsmart.ca/dog/food/dry-food/canidae-pure-adult-dry-dog-food---salmon-and-barley-5344564.html,Canidae Pure Adult Dry Dog Food - Salmon &amp; Barley,CANIDAE,5.0,1,5,Food|Dry Food|,,dog,,,22.0,lb,22 lb
40.99,Natural Balance Limited Ingredient Freeze-Dried Raw All Life Stage Dog Food Topper - 13 Oz.,https://s7d2.scene7.com/is/image/PetSmart/5319671,https://www.petsmart.ca/dog/food/dry-food/natural-balance-limited-ingredient-freeze-dried-raw-all-life-stage-dog-food-topper---13-oz.-5319671.html,Natural Balance Limited Ingredient Freeze-Dried Raw All Life Stage Dog Food Topper - 13 Oz.,Natural Balance,4.7059,17,5,Food|Dry Food|,,dog,,,13.0,Oz,13 Oz
40.99,Hill&#x27;s Science Diet Perfect Weight &amp; Joint Support Adult Dry Dog Food - Chicken,https://s7d2.scene7.com/is/image/PetSmart/5339740,https://www.petsmart.ca/dog/food/dry-food/hills-science-diet-perfect-weight-and-joint-support-adult-dry-dog-food---chicken-5339740.html,Hill's Science Diet Perfect Weight &amp; Joint Support Adult Dry Dog Food - Chicken,Hill's Science Diet,4.4231,26,5,Food|Dry Food|,,dog,,,3.5,Lb,3.5 Lb
38.99,Hill&#x27;s® Science Diet® Perfect Digestion Adult Dry Dog Food - Chicken &amp; Brown Rice,https://s7d2.scene7.com/is/image/PetSmart/5303197,https://www.petsmart.ca/dog/food/dry-food/hills-science-diet-perfect-digestion-adult-dry-dog-food---chicken-and-brown-rice-5303197.html,Hill's&reg; Science Diet&reg; Perfect Digestion Adult Dry Dog Food - Chicken &amp; Brown Rice,Hill's Science Diet,4.5317,252,5,Food|Dry Food|,,dog,,,3.5,Lb,3.5 Lb
57.99,Nutrience® Infusion Large Breed Adult Dog Food - Chicken,https://s7d2.scene7.com/is/image/PetSmart/5257541,https://www.petsmart.ca/dog/food/dry-food/nutrience-infusion-large-breed-adult-dog-food---chicken-5257541.html,Nutrience&reg; Infusion Large Breed Adult Dog Food - Chicken,Nutrience,5.0,8,5,Food|Dry Food|,,dog,,,10.0,kg,10 kg
85.99,Royal Canin® Breed Health Nutrition® Poodle Adult Breed Specific Dry Dog Food,https://s7d2.scene7.com/is/image/PetSmart/5150116,https://www.petsmart.ca/dog/food/dry-food/royal-canin-breed-health-nutrition-poodle-adult-breed-specific-dry-dog-food-5150116.html,Royal Canin&reg; Breed Health Nutrition&reg; Poodle Adult Breed Specific Dry Dog Food,Royal Canin,4.8087,183,5,Food|Dry Food|,,dog,,,10.0,Lb,10 Lb
29.74,Purina ONE SmartBlend Puppy Food - Lamb,https://s7d2.scene7.com/is/image/PetSmart/5289364,https://www.petsmart.ca/dog/food/dry-food/purina-one-smartblend-puppy-food---lamb-5289364.html,Purina ONE SmartBlend Puppy Food - Lamb,Purina ONE,4.8523,88,5,Food|Dry Food|,,dog,,,6.0,kg,6 kg
35.99,"Hill&#x27;s® Science Diet® Small Breed Adult Senior 11+ Dry Dog Food - Chicken Meal, Rice &amp; Barley",https://s7d2.scene7.com/is/image/PetSmart/5203793,https://www.petsmart.ca/dog/food/dry-food/hills-science-diet-small-breed-adult-senior-11%2B-dry-dog-food---chicken-meal-rice-and-barley-5203793.html,"Hill's&reg; Science Diet&reg; Small Breed Adult Senior 11+ Dry Dog Food - Chicken Meal, Rice &amp; Barley",Hill's Science Diet,4.7697,152,5,Food|Dry Food|,,dog,,,4.5,Lb,4.5 Lb
99.99,Natural Balance Limited Ingredient Diets Adult Dry Dog Food - Chicken &amp; Brown Rice,https://s7d2.scene7.com/is/image/PetSmart/5323751,https://www.petsmart.ca/dog/food/dry-food/natural-balance-limited-ingredient-diets-adult-dry-dog-food---chicken-and-brown-rice-5323751.html,Natural Balance Limited Ingredient Diets Adult Dry Dog Food - Chicken &amp; Brown Rice,Natural Balance,2.8,5,5,Food|Dry Food|,,dog,,,24.0,Lb,24 Lb
31.99,Natural Balance Limited Ingredient Diets With-Grain Adult Dry Dog Food - Salmon &amp; Brown Rice,https://s7d2.scene7.com/is/image/PetSmart/5299790,https://www.petsmart.ca/dog/food/dry-food/natural-balance-limited-ingredient-diets-with-grain-adult-dry-dog-food---salmon-and-brown-rice-5299790.html,Natural Balance Limited Ingredient Diets With-Grain Adult Dry Dog Food - Salmon &amp; Brown Rice,Natural Balance,3.875,32,5,Food|Dry Food|,,dog,,,4.0,Lb,4 Lb
26.99,"Blue Buffalo® Life Protection Formula&amp;trade; Small Breed Adult Dry Dog Food - Natural, Chicken",https://s7d2.scene7.com/is/image/PetSmart/5291390,https://www.petsmart.ca/dog/food/dry-food/blue-buffalo-life-protection-formulaandtrade-small-breed-adult-dry-dog-food---natural-chicken-5291390.html,"Blue Buffalo&reg; Life Protection Formula&amp;trade; Small Breed Adult Dry Dog Food - Natural, Chicken",Blue Buffalo,4.705,139,5,Food|Dry Food|,,dog,,,6.0,Lb,6 Lb
31.99,Natural Balance Limited Ingredient Diets Adult Dry Dog Food - Salmon &amp; Sweet Potato,https://s7d2.scene7.com/is/image/PetSmart/5299936,https://www.petsmart.ca/dog/food/dry-food/natural-balance-limited-ingredient-diets-adult-dry-dog-food---salmon-and-sweet-potato-5299936.html,Natural Balance Limited Ingredient Diets Adult Dry Dog Food - Salmon &amp; Sweet Potato,Natural Balance,3.85,160,5,Food|Dry Food|,,dog,,,4.0,Lb,4 Lb
54.99,"Blue Buffalo® Life Protection Formula&amp;trade; Small Breed Adult Dry Dog Food - Natural, Chicken",https://s7d2.scene7.com/is/image/PetSmart/5291374,https://www.petsmart.ca/dog/food/dry-food/blue-buffalo-life-protection-formulaandtrade-small-breed-adult-dry-dog-food---natural-chicken-5291374.html,"Blue Buffalo&reg; Life Protection Formula&amp;trade; Small Breed Adult Dry Dog Food - Natural, Chicken",Blue Buffalo,4.5674,141,5,Food|Dry Food|,,dog,,,15.0,Lb,15 Lb
